Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1999-01-01,1079540025875.19,2620.0,71.42,3171.53,5.0,3.0,6.0,1252735000.0,18.0,861.7465193158888,0.7910769230769231,1.0,0.32534247177026565,0.6360918422098315
1999-02-01,1089300546287.33,2641.6666666666665,71.45833333333333,3191.9425,5.0,3.0,6.0,1253560833.3333333,18.0,868.9131112016564,0.7916666666666667,1.0,0.32653990274645156,0.6370208965718044
1999-03-01,1099061066699.47,2663.3333333333335,71.49666666666667,3212.355,5.0,3.0,6.0,1254386666.6666667,18.0,876.0797030874239,0.7922564102564102,1.0,0.3277373337226375,0.6379499509337772
1999-04-01,1108821587111.6099,2685.0,71.535,3232.7675,5.0,3.0,6.0,1255212500.0,18.0,883.2462949731914,0.7928461538461539,1.0,0.32893476469882343,0.63887900529575
1999-05-01,1118582107523.75,2706.6666666666665,71.57333333333334,3253.1800000000003,5.0,3.0,6.0,1256038333.3333333,18.0,890.412886858959,0.7934358974358975,1.0,0.3301321956750094,0.6398080596577229
1999-06-01,1128342627935.8901,2728.3333333333335,71.61166666666666,3273.5925,5.0,3.0,6.0,1256864166.6666667,18.0,897.5794787447267,0.794025641025641,1.0,0.3313296266511953,0.6407371140196957
1999-07-01,1138103148348.03,2750.0,71.65,3294.005,5.0,3.0,6.0,1257690000.0,18.0,904.7460706304942,0.7946153846153846,1.0,0.3325270576273812,0.6416661683816686
1999-08-01,1147863668760.17,2771.6666666666665,71.68833333333333,3314.4175,5.0,3.0,6.0,1258515833.3333333,18.0,911.9126625162617,0.7952051282051282,1.0,0.3337244886035672,0.6425952227436414
1999-09-01,1157624189172.31,2793.3333333333335,71.72666666666666,3334.83,5.0,3.0,6.0,1259341666.6666667,18.0,919.0792544020293,0.7957948717948717,1.0,0.3349219195797531,0.6435242771056142
1999-10-01,1167384709584.4502,2815.0,71.765,3355.2425000000003,5.0,3.0,6.0,1260167500.0,18.0,926.2458462877969,0.7963846153846154,1.0,0.33611935055593906,0.6444533314675871
1999-11-01,1177145229996.59,2836.6666666666665,71.80333333333333,3375.655,5.0,3.0,6.0,1260993333.3333333,18.0,933.4124381735644,0.796974358974359,1.0,0.33731678153212497,0.64538238582956
