Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1974-01-01,35366590842.17,19560.0,71.01,37786.54,4.0,6.0,8.0,7599038.0,22.0,4654.087904570289,0.7847692307692309,1.2222222222222223,0.5801040148420776,0.9719629056654886
1974-02-01,35772098991.222496,19560.0,71.01833333333335,37786.54,4.0,6.0,8.0,7597360.083333333,22.0,4708.623148089794,0.784897435897436,1.2222222222222223,0.581760157105974,0.9719629056654886
1974-03-01,36177607140.275,19560.0,71.02666666666667,37786.54,4.0,6.0,8.0,7595682.166666667,22.0,4763.1583916092995,0.7850256410256411,1.2222222222222223,0.5834162993698704,0.9719629056654886
1974-04-01,36583115289.3275,19560.0,71.035,37786.54,4.0,6.0,8.0,7594004.25,22.0,4817.693635128805,0.7851538461538462,1.2222222222222223,0.5850724416337667,0.9719629056654886
1974-05-01,36988623438.38,19560.0,71.04333333333334,37786.54,4.0,6.0,8.0,7592326.333333333,22.0,4872.2288786483105,0.7852820512820513,1.2222222222222223,0.586728583897663,0.9719629056654886
1974-06-01,37394131587.4325,19560.0,71.05166666666668,37786.54,4.0,6.0,8.0,7590648.416666667,22.0,4926.764122167816,0.7854102564102564,1.2222222222222223,0.5883847261615593,0.9719629056654886
1974-07-01,37799639736.485,19560.0,71.06,37786.54,4.0,6.0,8.0,7588970.5,22.0,4981.299365687321,0.7855384615384615,1.2222222222222223,0.5900408684254557,0.9719629056654886
1974-08-01,38205147885.5375,19560.0,71.06833333333333,37786.54,4.0,6.0,8.0,7587292.583333333,22.0,5035.834609206827,0.7856666666666667,1.2222222222222223,0.5916970106893521,0.9719629056654886
1974-09-01,38610656034.590004,19560.0,71.07666666666667,37786.54,4.0,6.0,8.0,7585614.666666667,22.0,5090.369852726332,0.7857948717948718,1.2222222222222223,0.5933531529532484,0.9719629056654886
1974-10-01,39016164183.6425,19560.0,71.08500000000001,37786.54,4.0,6.0,8.0,7583936.75,22.0,5144.905096245838,0.785923076923077,1.2222222222222223,0.5950092952171447,0.9719629056654886
1974-11-01,39421672332.695,19560.0,71.09333333333333,37786.54,4.0,6.0,8.0,7582258.833333333,22.0,5199.440339765343,0.786051282051282,1.2222222222222223,0.5966654374810412,0.9719629056654886
1974-12-01,39827180481.747505,19560.0,71.10166666666666,37786.54,4.0,6.0,8.0,7580580.916666667,22.0,5253.975583284849,0.7861794871794872,1.2222222222222223,0.5983215797449375,0.9719629056654886
1975-01-01,40232688630.8,19560.0,71.11,37786.54,4.0,6.0,8.0,7578903.0,22.0,5308.510826804354,0.7863076923076923,1.2222222222222223,0.5999777220088338,0.9719629056654886
1975-02-01,40470201532.03167,19560.0,71.14833333333333,37786.54,4.0,6.0,8.0,7577788.166666667,22.0,5340.687180203721,0.7868974358974359,1.2222222222222223,0.6008615460919557,0.9719629056654886
1975-03-01,40707714433.263336,19560.0,71.18666666666667,37786.54,4.0,6.0,8.0,7576673.333333333,22.0,5372.863533603089,0.7874871794871794,1.2222222222222223,0.6017453701750776,0.9719629056654886
1975-04-01,40945227334.495,19560.0,71.225,37786.54,4.0,6.0,8.0,7575558.5,22.0,5405.039887002456,0.788076923076923,1.2222222222222223,0.6026291942581995,0.9719629056654886
1975-05-01,41182740235.72667,19560.0,71.26333333333334,37786.54,4.0,6.0,8.0,7574443.666666667,22.0,5437.216240401824,0.7886666666666666,1.2222222222222223,0.6035130183413214,0.9719629056654886
1975-06-01,41420253136.958336,19560.0,71.30166666666666,37786.54,4.0,6.0,8.0,7573328.833333333,22.0,5469.392593801192,0.7892564102564101,1.2222222222222223,0.6043968424244432,0.9719629056654886
1975-07-01,41657766038.19,19560.0,71.34,37786.54,4.0,6.0,8.0,7572214.0,22.0,5501.568947200559,0.7898461538461538,1.2222222222222223,0.6052806665075652,0.9719629056654886
1975-08-01,41895278939.42167,19560.0,71.37833333333333,37786.54,4.0,6.0,8.0,7571099.166666667,22.0,5533.745300599926,0.7904358974358974,1.2222222222222223,0.6061644905906871,0.9719629056654886
1975-09-01,42132791840.653336,19560.0,71.41666666666666,37786.54,4.0,6.0,8.0,7569984.333333333,22.0,5565.921653999294,0.7910256410256409,1.2222222222222223,0.6070483146738089,0.9719629056654886
1975-10-01,42370304741.885,19560.0,71.455,37786.54,4.0,6.0,8.0,7568869.5,22.0,5598.098007398661,0.7916153846153845,1.2222222222222223,0.6079321387569309,0.9719629056654886
1975-11-01,42607817643.11667,19560.0,71.49333333333333,37786.54,4.0,6.0,8.0,7567754.666666667,22.0,5630.274360798028,0.7922051282051281,1.2222222222222223,0.6088159628400528,0.9719629056654886
1975-12-01,42845330544.348335,19560.0,71.53166666666667,37786.54,4.0,6.0,8.0,7566639.833333333,22.0,5662.450714197396,0.7927948717948716,1.2222222222222223,0.6096997869231746,0.9719629056654886
1976-01-01,43082843445.58,19560.0,71.57,37786.54,4.0,6.0,8.0,7565525.0,22.0,5694.6270675967635,0.7933846153846152,1.2222222222222223,0.6105836110062965,0.9719629056654886
1976-02-01,43796821031.23167,19560.0,71.59833333333333,37786.54,4.0,6.0,8.0,7565767.083333333,22.0,5788.781206744387,0.7938205128205127,1.2222222222222223,0.6128619412879585,0.9719629056654886
